t_ms,roll,pitch,yaw,ax,ay,az
9924,358.44,-12.63,14.69,-2.63,-1.76,8.38
9930,358.285,347.31,14.75,-2.62,-1.785,8.41
9936,358.13,-12.75,14.81,-2.61,-1.81,8.44
9942,357.97,347.185,14.875,-2.565,-1.77,8.455
9948,357.81,-12.88,14.94,-2.52,-1.73,8.47
9955,357.655,347.09,15.035,-2.535,-1.735,8.645
9962,357.5,-12.94,15.13,-2.55,-1.74,8.82
9968,357.155,346.965,15.22,-2.59,-1.865,8.71
9974,356.81,-13.13,15.31,-2.63,-1.99,8.6
9980,356.685,346.84,15.345,-2.595,-2.045,8.595
9986,356.56,-13.19,15.38,-2.56,-2.1,8.59
9992,356.405,346.78,15.44,-2.515,-2.11,8.465
9998,356.25,-13.25,15.5,-2.47,-2.12,8.34
10005,356.095,346.75,15.595,-2.44,-2.1,8.38
10012,355.94,-13.25,15.69,-2.41,-2.08,8.42
10018.5,355.625,346.685,15.875,-2.36,-2.08,8.61
10025,355.31,-13.38,16.06,-2.31,-2.08,8.8
10031,355.125,346.56,16.155,-2.31,-2.12,8.81
10037,354.94,-13.5,16.25,-2.31,-2.16,8.82
10043,354.785,346.405,16.31,-2.215,-2.165,8.69
10049,354.63,-13.69,16.37,-2.12,-2.17,8.56
10055.5,354.47,346.215,16.465,-2.12,-2.25,8.53
10062,354.31,-13.88,16.56,-2.12,-2.33,8.5
10068.5,354,345.84,16.75,-2.2,-2.345,8.345
10075,353.69,-14.44,16.94,-2.28,-2.36,8.19
10081,353.565,345.375,17.03,-2.285,-2.42,8.08
10087,353.44,-14.81,17.12,-2.29,-2.48,7.97
10093,353.28,344.97,17.215,-2.26,-2.505,8.06
10099,353.12,-15.25,17.31,-2.23,-2.53,8.15
10105.5,352.965,344.56,17.435,-2.275,-2.585,8.165
10112,352.81,-15.63,17.56,-2.32,-2.64,8.18
10118.5,352.5,343.905,17.81,-2.315,-2.765,7.95
10125,352.19,-16.56,18.06,-2.31,-2.89,7.72
10131,352.095,343.22,18.185,-2.35,-2.95,7.67
10137,352,-17,18.31,-2.39,-3.01,7.62
10143,351.905,342.78,18.435,-2.445,-3.035,7.6
10149,351.81,-17.44,18.56,-2.5,-3.06,7.58
10156,351.715,342.345,18.685,-2.64,-3.23,7.62
10163,351.62,-17.87,18.81,-2.78,-3.4,7.66
10169,351.56,341.845,19.03,-2.885,-3.495,7.625
10175,351.5,-18.44,19.25,-2.99,-3.59,7.59
10181,351.47,341.53,19.345,-3.055,-3.64,7.595
10187,351.44,-18.5,19.44,-3.12,-3.69,7.6
10193,351.44,341.5,19.53,-3.28,-3.765,7.6
10199,351.44,-18.5,19.62,-3.44,-3.84,7.6
10206,351.44,341.565,19.715,-3.525,-3.875,7.615
10213,351.44,-18.37,19.81,-3.61,-3.91,7.63
10219,351.47,341.785,19.935,-3.69,-4,7.56
10225,351.5,-18.06,20.06,-3.77,-4.09,7.49
10231,351.5,342,20.125,-3.745,-4.1,7.445
10237,351.5,-17.94,20.19,-3.72,-4.11,7.4
10243,351.47,342.125,20.25,-3.665,-4.135,7.34
10249,351.44,-17.81,20.31,-3.61,-4.16,7.28
10256,351.405,342.22,20.375,-3.57,-4.16,7.28
10263,351.37,-17.75,20.44,-3.53,-4.16,7.28
10269.5,351.28,342.345,20.595,-3.36,-4.145,7.39
10276,351.19,-17.56,20.75,-3.19,-4.13,7.5
10282,351.125,342.5,20.845,-3.14,-4.095,7.575
10288,351.06,-17.44,20.94,-3.09,-4.06,7.65
10294,351,342.625,21,-3,-4.02,7.795
10300,350.94,-17.31,21.06,-2.91,-3.98,7.94
10306.5,350.875,342.75,21.155,-2.845,-3.97,8.005
10313,350.81,-17.19,21.25,-2.78,-3.96,8.07
10319.5,350.685,343,21.405,-2.635,-3.955,8.195
10326,350.56,-16.81,21.56,-2.49,-3.95,8.32
10332,350.5,343.285,21.625,-2.42,-3.91,8.4
10338,350.44,-16.62,21.69,-2.35,-3.87,8.48
10344,350.375,343.44,21.75,-2.33,-3.85,8.44
10350,350.31,-16.5,21.81,-2.31,-3.83,8.4
10357,350.28,343.595,21.84,-2.27,-3.82,8.375
10364,350.25,-16.31,21.87,-2.23,-3.81,8.35
10370,350.155,343.875,21.965,-2.1,-3.69,8.37
10376,350.06,-15.94,22.06,-1.97,-3.57,8.39
10382,350,344.155,22.125,-1.955,-3.52,8.41
10388,349.94,-15.75,22.19,-1.94,-3.47,8.43
10394,349.91,344.345,22.25,-1.87,-3.465,8.425
10400,349.88,-15.56,22.31,-1.8,-3.46,8.42
10407,349.845,344.565,22.34,-1.725,-3.41,8.48
10414,349.81,-15.31,22.37,-1.65,-3.36,8.54
10420,349.78,344.875,22.495,-1.66,-3.355,8.58
10426,349.75,-14.94,22.62,-1.67,-3.35,8.62
10432,349.75,345.155,22.685,-1.65,-3.35,8.63
10438,349.75,-14.75,22.75,-1.63,-3.35,8.64
10444,349.75,345.345,22.81,-1.63,-3.34,8.685
10450,349.75,-14.56,22.87,-1.63,-3.33,8.73
10457,349.75,345.595,22.905,-1.6,-3.29,8.745
10464,349.75,-14.25,22.94,-1.57,-3.25,8.76
10470,349.75,346.03,22.94,-1.535,-3.14,8.765
10476,349.75,-13.69,22.94,-1.5,-3.03,8.77
10482,349.75,346.405,23,-1.52,-2.98,8.75
10488,349.75,-13.5,23.06,-1.54,-2.93,8.73
10494,349.78,346.56,23.125,-1.52,-2.905,8.7
10500,349.81,-13.38,23.19,-1.5,-2.88,8.67
10507,349.845,346.685,23.25,-1.49,-2.865,8.685
10514,349.88,-13.25,23.31,-1.48,-2.85,8.7
10520.5,349.94,346.875,23.405,-1.595,-2.855,8.725
10527,350,-13,23.5,-1.71,-2.86,8.75
10533,350.065,347.06,23.56,-1.765,-2.865,8.76
10539,350.13,-12.88,23.62,-1.82,-2.87,8.77
10545,350.19,347.185,23.685,-1.855,-2.88,8.78
10551,350.25,-12.75,23.75,-1.89,-2.89,8.79
10557.5,350.28,347.31,23.81,-1.92,-2.91,8.79
10564,350.31,-12.63,23.87,-1.95,-2.93,8.79
10570.5,350.435,347.465,23.965,-1.99,-2.98,8.775
10577,350.56,-12.44,24.06,-2.03,-3.03,8.76
10583,350.625,347.595,24.09,-2.115,-3.105,8.765
10589,350.69,-12.37,24.12,-2.2,-3.18,8.77
10595,350.75,347.66,24.185,-2.26,-3.215,8.75
10601,350.81,-12.31,24.25,-2.32,-3.25,8.73
10607.5,350.875,347.72,24.28,-2.38,-3.29,8.725
10614,350.94,-12.25,24.31,-2.44,-3.33,8.72
10620.5,351.03,347.78,24.34,-2.565,-3.43,8.615
10627,351.12,-12.19,24.37,-2.69,-3.53,8.51
10633,351.185,347.81,24.405,-2.73,-3.555,8.52
10639,351.25,-12.19,24.44,-2.77,-3.58,8.53
10645,351.28,347.81,24.47,-2.805,-3.59,8.55
10651,351.31,-12.19,24.5,-2.84,-3.6,8.57
10658,351.34,347.81,24.5,-2.81,-3.645,8.515
10665,351.37,-12.19,24.5,-2.78,-3.69,8.46
10671,351.435,347.78,24.53,-2.775,-3.765,8.415
10677,351.5,-12.25,24.56,-2.77,-3.84,8.37
10683,351.5,347.72,24.56,-2.76,-3.87,8.37
10689,351.5,-12.31,24.56,-2.75,-3.9,8.37
10695,351.5,347.66,24.53,-2.77,-3.92,8.32
10701,351.5,-12.37,24.5,-2.79,-3.94,8.27
10708,351.5,347.63,24.5,-2.745,-3.965,8.25
10715,351.5,-12.37,24.5,-2.7,-3.99,8.23
10721.5,351.47,347.535,24.5,-2.565,-4.03,8.27
10728,351.44,-12.56,24.5,-2.43,-4.07,8.31
10734,351.405,347.405,24.5,-2.4,-4.085,8.315
10740,351.37,-12.63,24.5,-2.37,-4.1,8.32
10746,351.34,347.37,24.5,-2.345,-4.115,8.295
10752,351.31,-12.63,24.5,-2.32,-4.13,8.27
10758.5,351.25,347.34,24.5,-2.3,-4.135,8.275
10765,351.19,-12.69,24.5,-2.28,-4.14,8.28
10771.5,351.125,347.28,24.47,-2.17,-4.065,8.285
10778,351.06,-12.75,24.44,-2.06,-3.99,8.29
10784,351,347.25,24.405,-2.025,-3.97,8.295
10790,350.94,-12.75,24.37,-1.99,-3.95,8.3
10796,350.905,347.22,24.34,-1.94,-3.905,8.26
10802,350.87,-12.81,24.31,-1.89,-3.86,8.22
10820.5,350.655,347.095,24.185,-1.725,-3.705,8.125
10839,350.44,-13,24.06,-1.56,-3.55,8.03
10845.5,67.53,346.97,24.06,-1.575,-3.515,8
10852,144.62,-13.06,24.06,-1.59,-3.48,7.97
10859,144.59,346.905,24.03,-1.6,-3.445,7.95
10866,144.56,-13.13,24,-1.61,-3.41,7.93
10872,144.5,346.81,23.97,-1.635,-3.325,8.04
10878,144.44,-13.25,23.94,-1.66,-3.24,8.15
10884,144.44,346.72,23.905,-1.67,-3.225,8.185
10890,144.44,-13.31,23.87,-1.68,-3.21,8.22
10896,144.405,346.625,23.87,-1.71,-3.185,8.235
10902,144.37,-13.44,23.87,-1.74,-3.16,8.25
10909,144.37,346.53,23.84,-1.825,-3.14,8.275
10916,144.37,-13.5,23.81,-1.91,-3.12,8.3
10922,144.34,346.405,23.81,-1.98,-3.085,8.29
10928,144.31,-13.69,23.81,-2.05,-3.05,8.28
10934,144.31,346.25,23.81,-2.07,-3.065,8.255
10940,144.31,-13.81,23.81,-2.09,-3.08,8.23
10946,144.34,346.125,23.81,-2.17,-3.095,8.255
10952,144.37,-13.94,23.81,-2.25,-3.11,8.28
10959,144.37,346,23.81,-2.295,-3.13,8.28
10966,144.37,-14.06,23.81,-2.34,-3.15,8.28
10972.5,144.37,345.845,23.84,-2.42,-3.225,8.35
10979,144.37,-14.25,23.87,-2.5,-3.3,8.42
10985,144.37,345.685,23.905,-2.535,-3.315,8.44
10991,144.37,-14.38,23.94,-2.57,-3.33,8.46
10997,144.405,345.56,23.94,-2.595,-3.37,8.49
11003,144.44,-14.5,23.94,-2.62,-3.41,8.52
11009.5,144.44,345.435,23.97,-2.665,-3.445,8.55
11016,144.44,-14.63,24,-2.71,-3.48,8.58
11022.5,144.47,345.28,24,-2.83,-3.575,8.55
11029,144.5,-14.81,24,-2.95,-3.67,8.52
11035,144.5,345.125,24.03,-2.98,-3.685,8.495
11041,144.5,-14.94,24.06,-3.01,-3.7,8.47
11047,144.5,345,24.06,-3.06,-3.735,8.415
11053,144.5,-15.06,24.06,-3.11,-3.77,8.36
11059.5,144.53,344.905,24.09,-3.135,-3.8,8.365
11066,144.56,-15.13,24.12,-3.16,-3.83,8.37
11072.5,144.56,344.745,24.155,-3.18,-3.855,8.375
11079,144.56,-15.38,24.19,-3.2,-3.88,8.38
11085,144.56,344.59,24.22,-3.24,-3.9,8.41
11091,144.56,-15.44,24.25,-3.28,-3.92,8.44
11097,144.53,344.465,24.28,-3.265,-3.935,8.42
11103,144.5,-15.63,24.31,-3.25,-3.95,8.4
11110,144.5,344.31,24.34,-3.24,-3.945,8.365
11117,144.5,-15.75,24.37,-3.23,-3.94,8.33
11123,144.435,344.125,24.435,-3.195,-3.89,8.28
11129,144.37,-16,24.5,-3.16,-3.84,8.23
11135,144.34,343.97,24.53,-3.145,-3.845,8.25
11141,144.31,-16.06,24.56,-3.13,-3.85,8.27
11147,144.28,343.91,24.56,-3.105,-3.835,8.31
11153,144.25,-16.12,24.56,-3.08,-3.82,8.35
11160,144.22,343.845,24.595,-2.985,-3.825,8.42
11167,144.19,-16.19,24.63,-2.89,-3.83,8.49
11173.5,144.125,343.78,24.69,-2.845,-3.835,8.575
11180,144.06,-16.25,24.75,-2.8,-3.84,8.66
11186,144.03,343.75,24.78,-2.77,-3.845,8.67
11192,144,-16.25,24.81,-2.74,-3.85,8.68
11198,143.97,343.75,24.84,-2.72,-3.84,8.7
11204,143.94,-16.25,24.87,-2.7,-3.83,8.72
11210.5,143.905,343.75,24.905,-2.72,-3.815,8.725
11217,143.87,-16.25,24.94,-2.74,-3.8,8.73
11223.5,143.84,343.78,24.94,-2.72,-3.785,8.72
11230,143.81,-16.19,24.94,-2.7,-3.77,8.71
11236,143.81,343.81,24.94,-2.675,-3.76,8.705
11242,143.81,-16.19,24.94,-2.65,-3.75,8.7
11248,143.78,343.81,24.94,-2.645,-3.735,8.72
11254,143.75,-16.19,24.94,-2.64,-3.72,8.74
11260.5,143.75,343.845,24.94,-2.705,-3.675,8.67
11267,143.75,-16.12,24.94,-2.77,-3.63,8.6
11273.5,143.72,343.88,24.905,-2.71,-3.64,8.62
11280,143.69,-16.12,24.87,-2.65,-3.65,8.64
11286,143.69,343.88,24.84,-2.665,-3.63,8.61
11292,143.69,-16.12,24.81,-2.68,-3.61,8.58
11298,143.69,343.88,24.78,-2.71,-3.605,8.52
11304,143.69,-16.12,24.75,-2.74,-3.6,8.46
11310.5,143.69,343.845,24.75,-2.73,-3.58,8.43
11317,143.69,-16.19,24.75,-2.72,-3.56,8.4
11323.5,143.72,343.81,24.69,-2.775,-3.57,8.345
11330,143.75,-16.19,24.63,-2.83,-3.58,8.29
11336,143.75,343.81,24.595,-2.88,-3.59,8.255
11342,143.75,-16.19,24.56,-2.93,-3.6,8.22
11348,143.75,343.78,24.56,-2.94,-3.595,8.19
11354,143.75,-16.25,24.56,-2.95,-3.59,8.16
11361,143.78,343.75,24.53,-2.965,-3.585,8.145
11368,143.81,-16.25,24.5,-2.98,-3.58,8.13
11374,143.84,343.69,24.435,-3.025,-3.58,8.065
11380,143.87,-16.37,24.37,-3.07,-3.58,8
11386,143.87,343.595,24.34,-3.075,-3.585,7.98
11392,143.87,-16.44,24.31,-3.08,-3.59,7.96
11398,143.87,343.5,24.28,-3.075,-3.585,7.955
11404,143.87,-16.56,24.25,-3.07,-3.58,7.95
11411,143.87,343.41,24.25,-3.1,-3.58,7.885
11418,143.87,-16.62,24.25,-3.13,-3.58,7.82
11424.5,143.87,343.315,24.185,-3.09,-3.575,7.78
11431,143.87,-16.75,24.12,-3.05,-3.57,7.74
11437,143.87,343.19,24.12,-3.065,-3.575,7.765
11443,143.87,-16.87,24.12,-3.08,-3.58,7.79
11449,143.87,343.095,24.12,-3.07,-3.6,7.83
11455,143.87,-16.94,24.12,-3.06,-3.62,7.87
11461.5,143.87,343.06,24.12,-3.06,-3.62,7.91
11468,143.87,-16.94,24.12,-3.06,-3.62,7.95
11474.5,143.87,343,24.12,-3.055,-3.655,7.995
11481,143.87,-17.06,24.12,-3.05,-3.69,8.04
11487,143.87,342.94,24.12,-3.025,-3.7,8.055
11493,143.87,-17.06,24.12,-3,-3.71,8.07
11500,143.87,342.94,24.12,-2.985,-3.7,8.075
11507,143.87,-17.06,24.12,-2.97,-3.69,8.08
11513,143.87,342.94,24.12,-2.885,-3.68,8.1
11519,143.87,-17.06,24.12,-2.8,-3.67,8.12
11525.5,143.84,342.94,24.12,-2.8,-3.66,8.15
11532,143.81,-17.06,24.12,-2.8,-3.65,8.18
11538,143.84,342.94,24.12,-2.785,-3.65,8.22
11544,143.87,-17.06,24.12,-2.77,-3.65,8.26
11550,143.87,342.94,24.155,-2.735,-3.645,8.34
11556,143.87,-17.06,24.19,-2.7,-3.64,8.42
11562.5,143.87,342.94,24.19,-2.725,-3.645,8.465
11569,143.87,-17.06,24.19,-2.75,-3.65,8.51
11575.5,143.87,343,24.19,-2.715,-3.68,8.495
11582,143.87,-16.94,24.19,-2.68,-3.71,8.48
11588,143.905,343.06,24.19,-2.72,-3.675,8.485
11594,143.94,-16.94,24.19,-2.76,-3.64,8.49
11600,143.75,343.095,24.19,-2.765,-3.645,8.475
11606,143.56,-16.87,24.19,-2.77,-3.65,8.46
11612.5,143.56,343.16,24.19,-2.765,-3.65,8.455
11619,143.56,-16.81,24.19,-2.76,-3.65,8.45
11625.5,143.59,343.19,24.22,-2.73,-3.635,8.465
11632,143.62,-16.81,24.25,-2.7,-3.62,8.48
11638,143.655,343.22,24.25,-2.705,-3.61,8.49
11644,143.69,-16.75,24.25,-2.71,-3.6,8.5
11650,143.69,343.25,24.25,-2.73,-3.595,8.5
11656,143.69,-16.75,24.25,-2.75,-3.59,8.5
11662.5,143.72,343.28,24.22,-2.755,-3.575,8.47
11669,143.75,-16.69,24.19,-2.76,-3.56,8.44
11675.5,143.78,343.345,24.19,-2.75,-3.54,8.425
11682,143.81,-16.62,24.19,-2.74,-3.52,8.41
11688,143.81,343.38,24.155,-2.745,-3.52,8.425
11694,143.81,-16.62,24.12,-2.75,-3.52,8.44
11700,143.84,343.41,24.12,-2.81,-3.51,8.415
11706,143.87,-16.56,24.12,-2.87,-3.5,8.39
11712.5,143.905,343.44,24.12,-2.855,-3.485,8.375
11719,143.94,-16.56,24.12,-2.84,-3.47,8.36
11725.5,143.97,343.47,24.09,-2.85,-3.445,8.365
11732,144,-16.5,24.06,-2.86,-3.42,8.37
11738,144,343.5,24.03,-2.86,-3.425,8.34
11744,144,-16.5,24,-2.86,-3.43,8.31
11750,144.03,343.5,23.97,-2.855,-3.415,8.235
11756,144.06,-16.5,23.94,-2.85,-3.4,8.16
11762.5,144.06,343.53,23.94,-2.855,-3.4,8.145
11769,144.06,-16.44,23.94,-2.86,-3.4,8.13
11775.5,144.095,343.56,23.905,-2.85,-3.395,8.15
11782,144.13,-16.44,23.87,-2.84,-3.39,8.17
11788,144.16,343.595,23.84,-2.825,-3.39,8.18
11794,144.19,-16.37,23.81,-2.81,-3.39,8.19
11800,143.97,343.63,23.81,-2.79,-3.39,8.18
11806,143.75,-16.37,23.81,-2.77,-3.39,8.17
11824.5,143.81,343.63,23.75,-2.77,-3.415,8.165
11843,143.87,-16.37,23.69,-2.77,-3.44,8.16
11849,143.715,343.63,23.69,-2.8,-3.445,8.165
11855,143.56,-16.37,23.69,-2.83,-3.45,8.17
11861,143.56,343.66,23.69,-2.81,-3.465,8.175
11867,143.56,-16.31,23.69,-2.79,-3.48,8.18
11874,143.56,343.69,23.69,-2.72,-3.465,8.2
11881,143.56,-16.31,23.69,-2.65,-3.45,8.22
11887.5,143.56,343.69,23.69,-2.62,-3.455,8.255
11894,143.56,-16.31,23.69,-2.59,-3.46,8.29
11900,143.56,343.72,23.69,-2.58,-3.465,8.275
11906,143.56,-16.25,23.69,-2.57,-3.47,8.26
11913,143.56,343.75,23.69,-2.57,-3.475,8.25
11920,143.56,-16.25,23.69,-2.57,-3.48,8.24
11926,143.59,343.78,23.69,-2.57,-3.48,8.25
11932,143.62,-16.19,23.69,-2.57,-3.48,8.26
11938.5,143.62,343.845,23.69,-2.56,-3.485,8.265
11945,143.62,-16.12,23.69,-2.55,-3.49,8.27
11951,143.655,343.88,23.69,-2.585,-3.5,8.295
11957,143.69,-16.12,23.69,-2.62,-3.51,8.32
11963.5,143.69,343.88,23.69,-2.625,-3.52,8.33
11970,143.69,-16.12,23.69,-2.63,-3.53,8.34
11976.5,143.72,343.91,23.69,-2.595,-3.53,8.405
11983,143.75,-16.06,23.69,-2.56,-3.53,8.47
11989,143.75,343.97,23.69,-2.595,-3.535,8.42
11995,143.75,-16,23.69,-2.63,-3.54,8.37
12001,143.75,344,23.655,-2.59,-3.58,8.365
12007,143.75,-16,23.62,-2.55,-3.62,8.36
12013.5,143.78,344,23.62,-2.565,-3.605,8.33
12020,143.81,-16,23.62,-2.58,-3.59,8.3
12026.5,143.84,344.03,23.655,-2.59,-3.545,8.37
12033,143.87,-15.94,23.69,-2.6,-3.5,8.44
12039,143.87,344.06,23.69,-2.585,-3.495,8.435
12045,143.87,-15.94,23.69,-2.57,-3.49,8.43
12051,143.905,344.06,23.655,-2.57,-3.495,8.44
12057,143.94,-15.94,23.62,-2.57,-3.5,8.45
12064,143.94,344.06,23.62,-2.565,-3.48,8.46
12071,143.94,-15.94,23.62,-2.56,-3.46,8.47
12077,143.97,344.06,23.62,-2.575,-3.465,8.465
12083,144,-15.94,23.62,-2.59,-3.47,8.46
12089,144,344.06,23.62,-2.59,-3.44,8.425
12095,144,-15.94,23.62,-2.59,-3.41,8.39
12101,144.03,344.06,23.59,-2.59,-3.415,8.385
12107,144.06,-15.94,23.56,-2.59,-3.42,8.38
12114,144.06,344.09,23.56,-2.61,-3.4,8.395
12121,144.06,-15.88,23.56,-2.63,-3.38,8.41
12127,144.095,344.12,23.53,-2.67,-3.405,8.44
12133,144.13,-15.88,23.5,-2.71,-3.43,8.47
12139,144.13,344.155,23.5,-2.725,-3.435,8.485
12145,144.13,-15.81,23.5,-2.74,-3.44,8.5
12151,144.065,344.19,23.47,-2.745,-3.49,8.49
12157,144,-15.81,23.44,-2.75,-3.54,8.48
12163.5,144,344.19,23.44,-2.725,-3.53,8.515
12170,144,-15.81,23.44,-2.7,-3.52,8.55
12176.5,144.03,344.19,23.41,-2.665,-3.54,8.455
12183,144.06,-15.81,23.38,-2.63,-3.56,8.36
12189.5,144.06,344.19,23.38,-2.635,-3.52,8.345
12196,144.06,-15.81,23.38,-2.64,-3.48,8.33
12202,143.965,344.19,23.345,-2.68,-3.455,8.36
12208,143.87,-15.81,23.31,-2.72,-3.43,8.39
12214.5,143.87,344.19,23.31,-2.715,-3.415,8.35
12221,143.87,-15.81,23.31,-2.71,-3.4,8.31
12227.5,143.87,344.155,23.28,-2.675,-3.405,8.32
12234,143.87,-15.88,23.25,-2.64,-3.41,8.33
12240,143.87,344.09,23.22,-2.66,-3.435,8.37
12246,143.87,-15.94,23.19,-2.68,-3.46,8.41
12252,143.87,344.06,23.19,-2.6,-3.405,8.265
12258,143.87,-15.94,23.19,-2.52,-3.35,8.12
12264.5,143.87,344.06,23.155,-2.6,-3.38,8.225
12271,143.87,-15.94,23.12,-2.68,-3.41,8.33
12277.5,143.87,344.06,23.09,-2.66,-3.425,8.255
12284,143.87,-15.94,23.06,-2.64,-3.44,8.18
12290,143.905,344.03,23.03,-2.655,-3.425,8.165
12296,143.94,-16,23,-2.67,-3.41,8.15
12302,143.94,344,23,-2.665,-3.395,8.14
12308,143.94,-16,23,-2.66,-3.38,8.13
12315,143.94,343.97,23,-2.605,-3.385,8.175
12322,143.94,-16.06,23,-2.55,-3.39,8.22
12328,143.94,343.94,22.97,-2.54,-3.365,8.22
12334,143.94,-16.06,22.94,-2.53,-3.34,8.22
12340,143.94,343.91,22.94,-2.53,-3.33,8.21
12346,143.94,-16.12,22.94,-2.53,-3.32,8.2
12352,143.78,343.88,22.94,-2.525,-3.295,8.21
12358,143.62,-16.12,22.94,-2.52,-3.27,8.22
12364.5,143.62,343.845,22.94,-2.515,-3.265,8.215
12371,143.62,-16.19,22.94,-2.51,-3.26,8.21
12377.5,143.62,343.81,22.905,-2.495,-3.23,8.22
12384,143.62,-16.19,22.87,-2.48,-3.2,8.23
12390,143.655,343.78,22.905,-2.49,-3.21,8.255
12396,143.69,-16.25,22.94,-2.5,-3.22,8.28
12402,143.69,343.75,22.94,-2.52,-3.2,8.315
12408,143.69,-16.25,22.94,-2.54,-3.18,8.35
12415,143.69,343.75,22.94,-2.585,-3.165,8.365
12422,143.69,-16.25,22.94,-2.63,-3.15,8.38
12428,143.72,343.72,22.905,-2.685,-3.145,8.34
12434,143.75,-16.31,22.87,-2.74,-3.14,8.3
12440.5,143.78,343.69,22.87,-2.755,-3.145,8.3
12447,143.81,-16.31,22.87,-2.77,-3.15,8.3
12453,143.81,343.66,22.87,-2.82,-3.155,8.38
12459,143.81,-16.37,22.87,-2.87,-3.16,8.46
12465.5,143.84,343.63,22.87,-2.915,-3.185,8.485
12472,143.87,-16.37,22.87,-2.96,-3.21,8.51
12478.5,143.87,343.595,22.87,-3,-3.22,8.495
12485,143.87,-16.44,22.87,-3.04,-3.23,8.48
12491,143.905,343.56,22.905,-3.095,-3.245,8.525
12497,143.94,-16.44,22.94,-3.15,-3.26,8.57
12503,143.94,343.53,22.94,-3.145,-3.28,8.55
12509,143.94,-16.5,22.94,-3.14,-3.3,8.53
12515.5,143.94,343.5,22.94,-3.15,-3.29,8.52
12522,143.94,-16.5,22.94,-3.16,-3.28,8.51
12528.5,143.94,343.405,22.905,-3.25,-3.33,8.505
12535,143.94,-16.69,22.87,-3.34,-3.38,8.5
12541,143.94,343.28,22.87,-3.37,-3.395,8.5
12547,143.94,-16.75,22.87,-3.4,-3.41,8.5
12553,143.78,343.22,22.87,-3.425,-3.44,8.485
12559,143.62,-16.81,22.87,-3.45,-3.47,8.47
12566,143.62,343.16,22.87,-3.42,-3.49,8.425
12573,143.62,-16.87,22.87,-3.39,-3.51,8.38
12579,143.56,343.035,22.84,-3.4,-3.525,8.36
12585,143.5,-17.06,22.81,-3.41,-3.54,8.34
12591,143.47,342.875,22.81,-3.43,-3.55,8.335
12597,143.44,-17.19,22.81,-3.45,-3.56,8.33
12603,143.405,342.75,22.81,-3.425,-3.56,8.335
12609,143.37,-17.31,22.81,-3.4,-3.56,8.34
12616,143.31,342.66,22.81,-3.385,-3.57,8.34
12623,143.25,-17.37,22.81,-3.37,-3.58,8.34
12629,143.155,342.535,22.78,-3.295,-3.6,8.32
12635,143.06,-17.56,22.75,-3.22,-3.62,8.3
12641,143.03,342.41,22.75,-3.18,-3.61,8.305
12647,143,-17.62,22.75,-3.14,-3.6,8.31
12653,142.935,342.345,22.72,-3.09,-3.6,8.29
12659,142.87,-17.69,22.69,-3.04,-3.6,8.27
12666,142.81,342.31,22.69,-2.975,-3.57,8.255
12673,142.75,-17.69,22.69,-2.91,-3.54,8.24
12679,142.655,342.31,22.69,-2.865,-3.535,8.245
12685,142.56,-17.69,22.69,-2.82,-3.53,8.25
12691.5,142.5,342.31,22.655,-2.795,-3.55,8.24
12698,142.44,-17.69,22.62,-2.77,-3.57,8.23
12704,142.405,342.345,22.62,-2.73,-3.58,8.205
12710,142.37,-17.62,22.62,-2.69,-3.59,8.18
12716.5,142.31,342.38,22.62,-2.665,-3.605,8.2
12723,142.25,-17.62,22.62,-2.64,-3.62,8.22
12729.5,142.19,342.41,22.655,-2.65,-3.635,8.23
12736,142.13,-17.56,22.69,-2.66,-3.65,8.24
12742,142.065,342.44,22.69,-2.605,-3.645,8.275
12748,142,-17.56,22.69,-2.55,-3.64,8.31
12754,141.97,342.47,22.72,-2.515,-3.665,8.32
12760,141.94,-17.5,22.75,-2.48,-3.69,8.33
12766.5,141.91,342.53,22.78,-2.46,-3.69,8.36
12773,141.88,-17.44,22.81,-2.44,-3.69,8.39
12779.5,141.845,342.625,22.84,-2.445,-3.72,8.405
12786,141.81,-17.31,22.87,-2.45,-3.75,8.42
12792,141.78,342.72,22.905,-2.44,-3.745,8.435
12798,141.75,-17.25,22.94,-2.43,-3.74,8.45
12804,141.72,342.78,22.97,-2.425,-3.75,8.465
12810,141.69,-17.19,23,-2.42,-3.76,8.48
12828.5,141.655,342.935,23.095,-2.41,-3.71,8.415
12847,141.62,-16.94,23.19,-2.4,-3.66,8.35
12853,141.62,343.06,23.22,-2.425,-3.645,8.36
12859,141.62,-16.94,23.25,-2.45,-3.63,8.37
12865.5,141.62,343.06,23.28,-2.455,-3.625,8.375
12872,141.62,-16.94,23.31,-2.46,-3.62,8.38
12878.5,141.59,343.03,23.345,-2.535,-3.6,8.4
12885,141.56,-17,23.38,-2.61,-3.58,8.42
12891.5,141.56,342.97,23.44,-2.63,-3.585,8.45
12898,141.56,-17.06,23.5,-2.65,-3.59,8.48
12904,141.56,342.91,23.53,-2.67,-3.61,8.495
12910,141.56,-17.12,23.56,-2.69,-3.63,8.51
12917,141.56,342.845,23.59,-2.715,-3.635,8.515
12924,141.56,-17.19,23.62,-2.74,-3.64,8.52
12930,141.53,342.75,23.655,-2.71,-3.66,8.38
12936,141.5,-17.31,23.69,-2.68,-3.68,8.24
12942.5,141.5,342.625,23.69,-2.64,-3.655,8.24
12949,141.5,-17.44,23.69,-2.6,-3.63,8.24
12955,141.5,342.53,23.72,-2.605,-3.615,8.27
